bowler,batting_team,runs_conceded,balls,wickets,economy
A Ashish Reddy,Chennai Super Kings,16.0,13,1.0,7.384615384615385
A Ashish Reddy,Delhi Capitals,29.0,12,0.0,14.5
A Ashish Reddy,Mumbai Indians,11.0,14,1.0,4.714285714285714
A Ashish Reddy,Punjab Kings,40.0,25,2.0,9.600000000000001
A Ashish Reddy,Rising Pune Supergiant,64.0,43,3.0,8.930232558139535
A Ashish Reddy,Royal Challengers Bangalore,36.0,25,1.0,8.64
A Chandila,Royal Challengers Bangalore,29.0,24,0.0,7.25
A Flintoff,Delhi Capitals,50.0,24,0.0,12.5
A Flintoff,Mumbai Indians,45.0,24,1.0,11.25
A Flintoff,Royal Challengers Bangalore,11.0,18,1.0,3.666666666666667
A Kumble,Chennai Super Kings,121.0,145,7.0,5.006896551724138
A Kumble,Delhi Capitals,127.0,122,5.0,6.245901639344262
A Kumble,Kolkata Knight Riders,104.0,115,4.0,5.426086956521739
A Kumble,Mumbai Indians,187.0,135,3.0,8.31111111111111
A Kumble,Punjab Kings,193.0,145,4.0,7.9862068965517246
A Kumble,Rajasthan Royals,113.0,128,9.0,5.296875
A Kumble,Sunrisers Hyderabad,244.0,193,13.0,7.585492227979275
A Mishra,Chennai Super Kings,114.0,94,3.0,7.276595744680852
A Mishra,Delhi Capitals,153.0,86,2.0,10.674418604651162
A Mishra,Kochi Tuskers Kerala,14.0,24,1.0,3.5
A Mishra,Kolkata Knight Riders,177.0,185,8.0,5.7405405405405405
A Mishra,Mumbai Indians,258.0,215,6.0,7.199999999999999
A Mishra,Punjab Kings,119.0,120,9.0,5.95
A Mishra,Rajasthan Royals,251.0,196,17.0,7.683673469387754
A Mishra,Rising Pune Supergiant,99.0,83,3.0,7.156626506024097
A Mishra,Royal Challengers Bangalore,147.0,124,9.0,7.112903225806452
A Mishra,Sunrisers Hyderabad,150.0,133,11.0,6.766917293233083
A Mithun,Chennai Super Kings,89.0,57,2.0,9.368421052631579
A Mithun,Delhi Capitals,76.0,49,3.0,9.306122448979592
A Mithun,Kochi Tuskers Kerala,40.0,27,1.0,8.88888888888889
A Mithun,Kolkata Knight Riders,14.0,14,0.0,6.0
A Mithun,Mumbai Indians,99.0,58,0.0,10.241379310344827
A Mithun,Punjab Kings,60.0,39,0.0,9.230769230769232
A Mithun,Rising Pune Supergiant,28.0,24,0.0,7.0
A Mithun,Sunrisers Hyderabad,34.0,19,0.0,10.736842105263158
A Nehra,Chennai Super Kings,224.0,176,11.0,7.636363636363637
A Nehra,Delhi Capitals,117.0,89,4.0,7.887640449438203
A Nehra,Kolkata Knight Riders,79.0,79,3.0,6.0
A Nehra,Mumbai Indians,81.0,77,5.0,6.311688311688312
A Nehra,Punjab Kings,113.0,109,4.0,6.220183486238533
A Nehra,Rajasthan Royals,99.0,99,5.0,6.0
A Nehra,Royal Challengers Bangalore,176.0,120,6.0,8.799999999999999
A Nehra,Sunrisers Hyderabad,277.0,185,7.0,8.983783783783784
A Nel,Delhi Capitals,31.0,18,1.0,10.333333333333334
A Singh,Chennai Super Kings,112.0,67,2.0,10.029850746268657
A Singh,Delhi Capitals,100.0,74,3.0,8.108108108108109
A Singh,Kochi Tuskers Kerala,30.0,25,1.0,7.199999999999999
A Singh,Kolkata Knight Riders,114.0,91,4.0,7.516483516483516
A Singh,Mumbai Indians,63.0,61,5.0,6.19672131147541
A Singh,Punjab Kings,39.0,49,4.0,4.775510204081632
A Singh,Rising Pune Supergiant,29.0,18,0.0,9.666666666666668
A Singh,Royal Challengers Bangalore,62.0,49,6.0,7.591836734693878
A Singh,Sunrisers Hyderabad,90.0,52,3.0,10.384615384615385
A Symonds,Chennai Super Kings,76.0,67,4.0,6.8059701492537314
A Symonds,Delhi Capitals,127.0,98,5.0,7.775510204081632
A Symonds,Kolkata Knight Riders,108.0,89,3.0,7.280898876404494
A Symonds,Mumbai Indians,73.0,50,0.0,8.76
A Symonds,Punjab Kings,80.0,62,3.0,7.741935483870968
A Symonds,Rajasthan Royals,105.0,65,0.0,9.692307692307693
A Symonds,Rising Pune Supergiant,7.0,6,0.0,7.0
A Symonds,Royal Challengers Bangalore,118.0,103,5.0,6.87378640776699
A Uniyal,Delhi Capitals,26.0,12,0.0,13.0
A Uniyal,Mumbai Indians,41.0,26,2.0,9.461538461538462
AA Chavan,Delhi Capitals,62.0,49,2.0,7.591836734693878
AA Chavan,Kochi Tuskers Kerala,14.0,6,0.0,14.0
AA Chavan,Kolkata Knight Riders,56.0,47,2.0,7.148936170212766
AA Chavan,Mumbai Indians,61.0,48,1.0,7.625
AA Chavan,Punjab Kings,61.0,36,2.0,10.166666666666666
AA Chavan,Rising Pune Supergiant,22.0,13,0.0,10.153846153846153
AA Jhunjhunwala,Chennai Super Kings,32.0,30,1.0,6.4
AA Jhunjhunwala,Delhi Capitals,13.0,8,0.0,9.75
AA Jhunjhunwala,Mumbai Indians,33.0,18,0.0,11.0
AA Jhunjhunwala,Punjab Kings,23.0,18,0.0,7.666666666666666
AA Jhunjhunwala,Sunrisers Hyderabad,16.0,8,0.0,12.0
AA Kazi,Rajasthan Royals,21.0,13,0.0,9.692307692307693
AA Noffke,Kolkata Knight Riders,41.0,25,1.0,9.84
AB Agarkar,Chennai Super Kings,146.0,97,2.0,9.030927835051546
AB Agarkar,Delhi Capitals,111.0,75,2.0,8.879999999999999
AB Agarkar,Kochi Tuskers Kerala,42.0,42,2.0,6.0
AB Agarkar,Kolkata Knight Riders,34.0,25,1.0,8.16
AB Agarkar,Mumbai Indians,131.0,113,5.0,6.955752212389381
AB Agarkar,Punjab Kings,173.0,110,5.0,9.436363636363637
AB Agarkar,Rajasthan Royals,141.0,98,3.0,8.63265306122449
AB Agarkar,Royal Challengers Bangalore,123.0,86,4.0,8.58139534883721
AB Agarkar,Sunrisers Hyderabad,180.0,111,5.0,9.72972972972973
AB Dinda,Chennai Super Kings,120.0,95,2.0,7.578947368421052
AB Dinda,Delhi Capitals,69.0,62,3.0,6.677419354838709
AB Dinda,Kolkata Knight Riders,28.0,13,0.0,12.923076923076923
AB Dinda,Mumbai Indians,150.0,144,8.0,6.25
AB Dinda,Punjab Kings,155.0,121,4.0,7.68595041322314
AB Dinda,Rajasthan Royals,164.0,146,5.0,6.739726027397261
AB Dinda,Rising Pune Supergiant,43.0,25,2.0,10.32
AB Dinda,Royal Challengers Bangalore,109.0,108,6.0,6.055555555555555
AB Dinda,Sunrisers Hyderabad,108.0,86,6.0,7.534883720930233
AB McDonald,Chennai Super Kings,23.0,12,0.0,11.5
AB McDonald,Delhi Capitals,11.0,12,1.0,5.5
AB McDonald,Kolkata Knight Riders,37.0,25,2.0,8.879999999999999
AB McDonald,Mumbai Indians,42.0,24,1.0,10.5
AB McDonald,Punjab Kings,52.0,49,4.0,6.36734693877551
AB McDonald,Rajasthan Royals,17.0,12,0.0,8.5
AB McDonald,Royal Challengers Bangalore,64.0,42,2.0,9.142857142857142
AC Thomas,Chennai Super Kings,53.0,48,2.0,6.625
AC Thomas,Delhi Capitals,76.0,67,3.0,6.8059701492537314
AC Thomas,Kochi Tuskers Kerala,31.0,18,1.0,10.333333333333334
AC Thomas,Kolkata Knight Riders,29.0,19,1.0,9.157894736842106
AC Thomas,Mumbai Indians,70.0,51,2.0,8.235294117647058
AC Thomas,Punjab Kings,27.0,25,2.0,6.48
AC Thomas,Rajasthan Royals,28.0,25,1.0,6.720000000000001
AC Thomas,Royal Challengers Bangalore,43.0,38,2.0,6.789473684210526
AC Thomas,Sunrisers Hyderabad,33.0,24,0.0,8.25
AC Voges,Chennai Super Kings,8.0,6,0.0,8.0
AC Voges,Delhi Capitals,9.0,7,0.0,7.714285714285715
AC Voges,Kolkata Knight Riders,21.0,13,0.0,9.692307692307693
AC Voges,Punjab Kings,12.0,12,0.0,6.0
AC Voges,Royal Challengers Bangalore,17.0,6,0.0,17.0
AC Voges,Sunrisers Hyderabad,9.0,12,0.0,4.5
AD Mascarenhas,Chennai Super Kings,26.0,20,0.0,7.800000000000001
AD Mascarenhas,Delhi Capitals,91.0,73,6.0,7.479452054794521
AD Mascarenhas,Kolkata Knight Riders,88.0,72,2.0,7.333333333333334
AD Mascarenhas,Mumbai Indians,34.0,24,2.0,8.5
AD Mascarenhas,Punjab Kings,29.0,24,0.0,7.25
AD Mascarenhas,Rising Pune Supergiant,52.0,49,6.0,6.36734693877551
AD Mascarenhas,Royal Challengers Bangalore,20.0,24,3.0,5.0
AD Mathews,Chennai Super Kings,74.0,43,1.0,10.325581395348838
AD Mathews,Delhi Capitals,87.0,43,0.0,12.13953488372093
AD Mathews,Kolkata Knight Riders,19.0,24,2.0,4.75
AD Mathews,Mumbai Indians,29.0,22,0.0,7.909090909090908
AD Mathews,Punjab Kings,78.0,60,2.0,7.800000000000001
AD Mathews,Rajasthan Royals,48.0,36,0.0,8.0
AD Mathews,Royal Challengers Bangalore,116.0,85,6.0,8.188235294117646
AD Mathews,Sunrisers Hyderabad,52.0,51,2.0,6.117647058823529
AD Russell,Sunrisers Hyderabad,39.0,24,0.0,9.75
AG Murtaza,Delhi Capitals,41.0,49,3.0,5.020408163265307
AG Murtaza,Kochi Tuskers Kerala,37.0,25,0.0,8.879999999999999
AG Murtaza,Kolkata Knight Riders,27.0,25,0.0,6.48
AG Murtaza,Rajasthan Royals,61.0,48,1.0,7.625
AG Murtaza,Rising Pune Supergiant,18.0,24,2.0,4.5
AG Murtaza,Royal Challengers Bangalore,31.0,24,0.0,7.75
AJ Finch,Kolkata Knight Riders,5.0,7,0.0,4.285714285714286
AJ Finch,Mumbai Indians,13.0,13,0.0,6.0
AL Menaria,Chennai Super Kings,40.0,32,0.0,7.5
AL Menaria,Delhi Capitals,10.0,2,0.0,30.0
AL Menaria,Kolkata Knight Riders,21.0,19,1.0,6.631578947368421
AL Menaria,Mumbai Indians,32.0,30,2.0,6.4
AL Menaria,Punjab Kings,7.0,6,0.0,7.0
AL Menaria,Rising Pune Supergiant,10.0,6,0.0,10.0
AL Menaria,Royal Challengers Bangalore,16.0,12,0.0,8.0
AL Menaria,Sunrisers Hyderabad,8.0,6,0.0,8.0
AM Nayar,Chennai Super Kings,38.0,18,0.0,12.666666666666668
AM Nayar,Delhi Capitals,47.0,24,1.0,11.75
AM Nayar,Kolkata Knight Riders,33.0,37,4.0,5.351351351351351
AM Nayar,Rajasthan Royals,7.0,12,0.0,3.5
AM Nayar,Rising Pune Supergiant,27.0,21,1.0,7.714285714285715
AM Nayar,Royal Challengers Bangalore,61.0,46,0.0,7.956521739130434
AM Nayar,Sunrisers Hyderabad,51.0,31,1.0,9.870967741935484
AM Rahane,Punjab Kings,5.0,6,1.0,5.0
AM Salvi,Chennai Super Kings,41.0,19,0.0,12.947368421052632
AM Salvi,Mumbai Indians,28.0,26,1.0,6.461538461538462
AM Salvi,Punjab Kings,58.0,37,3.0,9.405405405405405
AM Salvi,Rajasthan Royals,22.0,25,2.0,5.28
AM Salvi,Royal Challengers Bangalore,30.0,24,0.0,7.5
AM Salvi,Sunrisers Hyderabad,26.0,25,1.0,6.24
AN Ahmed,Chennai Super Kings,63.0,40,0.0,9.45
AN Ahmed,Kolkata Knight Riders,32.0,24,2.0,8.0
AN Ahmed,Punjab Kings,24.0,18,0.0,8.0
AN Ahmed,Rising Pune Supergiant,19.0,18,2.0,6.333333333333334
AN Ahmed,Royal Challengers Bangalore,56.0,30,1.0,11.2
AN Ahmed,Sunrisers Hyderabad,27.0,25,0.0,6.48
AP Dole,Mumbai Indians,34.0,21,1.0,9.714285714285715
AP Dole,Punjab Kings,36.0,26,2.0,8.307692307692307
AP Dole,Sunrisers Hyderabad,44.0,26,2.0,10.153846153846153
AS Raut,Delhi Capitals,11.0,6,0.0,11.0
AS Raut,Punjab Kings,8.0,6,0.0,8.0
AS Raut,Royal Challengers Bangalore,6.0,6,0.0,6.0
AS Raut,Sunrisers Hyderabad,20.0,12,0.0,10.0
AUK Pathan,Kochi Tuskers Kerala,19.0,14,0.0,8.142857142857142
AUK Pathan,Mumbai Indians,30.0,21,0.0,8.571428571428571
AUK Pathan,Punjab Kings,14.0,6,0.0,14.0
Abdur Razzak,Rajasthan Royals,29.0,14,0.0,12.42857142857143
Anand Rajan,Kolkata Knight Riders,12.0,13,1.0,5.538461538461538
Anand Rajan,Mumbai Indians,38.0,34,3.0,6.705882352941177
Anand Rajan,Punjab Kings,23.0,13,0.0,10.615384615384615
Anand Rajan,Rajasthan Royals,45.0,26,1.0,10.384615384615385
Anand Rajan,Royal Challengers Bangalore,45.0,25,1.0,10.8
Ankit Sharma,Chennai Super Kings,43.0,30,1.0,8.6
Ankit Sharma,Delhi Capitals,34.0,20,0.0,10.2
Ankit Sharma,Kolkata Knight Riders,19.0,24,1.0,4.75
Ankit Sharma,Mumbai Indians,18.0,24,0.0,4.5
Ankit Sharma,Rajasthan Royals,33.0,25,0.0,7.92
Ankit Sharma,Rising Pune Supergiant,20.0,24,2.0,5.0
Anureet Singh,Chennai Super Kings,12.0,8,0.0,9.0
Anureet Singh,Rajasthan Royals,35.0,26,2.0,8.076923076923077
Azhar Mahmood,Chennai Super Kings,26.0,24,3.0,6.5
Azhar Mahmood,Mumbai Indians,63.0,48,2.0,7.875
Azhar Mahmood,Rajasthan Royals,37.0,25,0.0,8.879999999999999
Azhar Mahmood,Royal Challengers Bangalore,50.0,47,3.0,6.382978723404255
Azhar Mahmood,Sunrisers Hyderabad,31.0,26,0.0,7.153846153846153
B Akhil,Chennai Super Kings,40.0,36,0.0,6.666666666666667
B Akhil,Delhi Capitals,72.0,51,1.0,8.470588235294118
B Akhil,Kolkata Knight Riders,32.0,20,1.0,9.600000000000001
B Akhil,Mumbai Indians,39.0,37,2.0,6.324324324324324
B Akhil,Sunrisers Hyderabad,63.0,49,2.0,7.714285714285715
B Chipli,Delhi Capitals,20.0,6,0.0,20.0
B Geeves,Mumbai Indians,50.0,25,1.0,12.0
B Geeves,Rajasthan Royals,41.0,24,0.0,10.25
B Kumar,Chennai Super Kings,37.0,19,0.0,11.68421052631579
B Kumar,Kolkata Knight Riders,45.0,47,3.0,5.74468085106383
B Kumar,Mumbai Indians,23.0,30,2.0,4.6000000000000005
B Kumar,Punjab Kings,15.0,18,2.0,5.0
B Kumar,Rajasthan Royals,17.0,18,1.0,5.666666666666666
B Kumar,Royal Challengers Bangalore,56.0,37,0.0,9.08108108108108
B Kumar,Sunrisers Hyderabad,96.0,78,2.0,7.384615384615385
B Lee,Chennai Super Kings,96.0,97,2.0,5.938144329896907
B Lee,Delhi Capitals,132.0,114,5.0,6.947368421052632
B Lee,Kochi Tuskers Kerala,77.0,50,1.0,9.24
B Lee,Kolkata Knight Riders,43.0,25,0.0,10.32
B Lee,Mumbai Indians,176.0,145,3.0,7.2827586206896555
B Lee,Punjab Kings,54.0,50,2.0,6.48
B Lee,Rajasthan Royals,108.0,92,4.0,7.043478260869566
B Lee,Rising Pune Supergiant,29.0,24,0.0,7.25
B Lee,Royal Challengers Bangalore,134.0,93,1.0,8.64516129032258
B Lee,Sunrisers Hyderabad,101.0,101,3.0,6.0
BA Bhatt,Chennai Super Kings,48.0,31,0.0,9.29032258064516
BA Bhatt,Kochi Tuskers Kerala,36.0,26,0.0,8.307692307692307
BA Bhatt,Kolkata Knight Riders,83.0,69,4.0,7.217391304347826
BA Bhatt,Mumbai Indians,117.0,85,4.0,8.258823529411764
BA Bhatt,Rajasthan Royals,20.0,18,2.0,6.666666666666667
BA Bhatt,Rising Pune Supergiant,39.0,25,1.0,9.36
BA Bhatt,Sunrisers Hyderabad,33.0,18,0.0,11.0
BAW Mendis,Chennai Super Kings,38.0,24,0.0,9.5
BAW Mendis,Delhi Capitals,23.0,25,2.0,5.5200000000000005
BAW Mendis,Mumbai Indians,39.0,24,0.0,9.75
BAW Mendis,Punjab Kings,24.0,24,1.0,6.0
BAW Mendis,Rajasthan Royals,38.0,29,2.0,7.862068965517241
BAW Mendis,Royal Challengers Bangalore,66.0,50,1.0,7.92
BJ Hodge,Chennai Super Kings,44.0,36,2.0,7.333333333333334
BJ Hodge,Delhi Capitals,20.0,20,0.0,6.0
BJ Hodge,Mumbai Indians,42.0,30,2.0,8.399999999999999
BJ Hodge,Punjab Kings,48.0,31,1.0,9.29032258064516
BJ Hodge,Rajasthan Royals,47.0,36,4.0,7.833333333333334
BJ Hodge,Rising Pune Supergiant,14.0,13,2.0,6.461538461538462
BJ Hodge,Royal Challengers Bangalore,41.0,30,3.0,8.2
BJ Hodge,Sunrisers Hyderabad,51.0,36,3.0,8.5
BW Hilfenhaus,Mumbai Indians,34.0,24,2.0,8.5
BW Hilfenhaus,Rajasthan Royals,13.0,24,2.0,3.25
BW Hilfenhaus,Sunrisers Hyderabad,31.0,24,1.0,7.75
Bipul Sharma,Chennai Super Kings,11.0,6,0.0,11.0
Bipul Sharma,Kochi Tuskers Kerala,33.0,25,2.0,7.92
Bipul Sharma,Kolkata Knight Riders,9.0,14,0.0,3.8571428571428577
Bipul Sharma,Mumbai Indians,38.0,39,2.0,5.846153846153846
Bipul Sharma,Rajasthan Royals,41.0,32,0.0,7.6875
Bipul Sharma,Rising Pune Supergiant,42.0,16,0.0,15.75
Bipul Sharma,Royal Challengers Bangalore,63.0,42,2.0,9.0
Bipul Sharma,Sunrisers Hyderabad,19.0,12,1.0,9.5
C Ganapathy,Royal Challengers Bangalore,13.0,6,0.0,13.0
C Nanda,Chennai Super Kings,22.0,20,0.0,6.6000000000000005
C Nanda,Rajasthan Royals,4.0,6,1.0,4.0
C Nanda,Royal Challengers Bangalore,32.0,24,1.0,8.0
CH Gayle,Chennai Super Kings,126.0,87,3.0,8.689655172413794
CH Gayle,Delhi Capitals,58.0,36,1.0,9.666666666666668
CH Gayle,Kochi Tuskers Kerala,26.0,29,1.0,5.379310344827586
CH Gayle,Kolkata Knight Riders,20.0,19,0.0,6.315789473684211
CH Gayle,Mumbai Indians,88.0,81,1.0,6.518518518518518
CH Gayle,Punjab Kings,137.0,101,4.0,8.138613861386139
CH Gayle,Rajasthan Royals,64.0,53,1.0,7.245283018867925
CH Gayle,Rising Pune Supergiant,9.0,12,1.0,4.5
CH Gayle,Royal Challengers Bangalore,31.0,23,0.0,8.08695652173913
CH Gayle,Sunrisers Hyderabad,29.0,18,1.0,9.666666666666668
CJ McKay,Delhi Capitals,24.0,18,0.0,8.0
CJ McKay,Punjab Kings,36.0,24,1.0,9.0
CK Kapugedera,Delhi Capitals,15.0,6,0.0,15.0
CK Kapugedera,Mumbai Indians,26.0,5,0.0,31.200000000000003
CK Kapugedera,Punjab Kings,8.0,6,0.0,8.0
CK Langeveldt,Delhi Capitals,35.0,19,2.0,11.052631578947368
CK Langeveldt,Kolkata Knight Riders,15.0,18,2.0,5.0
CK Langeveldt,Punjab Kings,51.0,27,2.0,11.333333333333332
CK Langeveldt,Rajasthan Royals,41.0,50,4.0,4.92
CK Langeveldt,Royal Challengers Bangalore,27.0,24,1.0,6.75
CK Langeveldt,Sunrisers Hyderabad,30.0,27,2.0,6.666666666666667
CL White,Delhi Capitals,19.0,7,0.0,16.285714285714285
CL White,Kolkata Knight Riders,32.0,15,0.0,12.8
CL White,Mumbai Indians,19.0,12,0.0,9.5
CRD Fernando,Chennai Super Kings,25.0,26,2.0,5.769230769230769
CRD Fernando,Delhi Capitals,33.0,25,2.0,7.92
CRD Fernando,Kolkata Knight Riders,73.0,46,1.0,9.521739130434781
CRD Fernando,Punjab Kings,36.0,24,1.0,9.0
CRD Fernando,Rajasthan Royals,29.0,27,2.0,6.444444444444445
CRD Fernando,Royal Challengers Bangalore,71.0,75,7.0,5.68
CRD Fernando,Sunrisers Hyderabad,39.0,26,2.0,9.0
D Kalyankrishna,Mumbai Indians,23.0,12,0.0,11.5
D Kalyankrishna,Punjab Kings,35.0,20,1.0,10.5
D Kalyankrishna,Rajasthan Royals,30.0,18,1.0,10.0
D Salunkhe,Chennai Super Kings,15.0,7,0.0,12.857142857142858
D Salunkhe,Delhi Capitals,11.0,7,0.0,9.428571428571429
D Salunkhe,Punjab Kings,45.0,31,1.0,8.70967741935484
D Salunkhe,Sunrisers Hyderabad,9.0,6,0.0,9.0
D du Preez,Mumbai Indians,32.0,25,3.0,7.68
D du Preez,Rajasthan Royals,24.0,18,1.0,8.0
DAJ Bracewell,Royal Challengers Bangalore,32.0,25,3.0,7.68
DB Ravi Teja,Kolkata Knight Riders,9.0,6,0.0,9.0
DB Ravi Teja,Royal Challengers Bangalore,19.0,12,1.0,9.5
DE Bollinger,Delhi Capitals,81.0,61,3.0,7.967213114754098
DE Bollinger,Kochi Tuskers Kerala,58.0,45,2.0,7.733333333333334
DE Bollinger,Kolkata Knight Riders,22.0,30,2.0,4.3999999999999995
DE Bollinger,Mumbai Indians,137.0,99,5.0,8.303030303030303
DE Bollinger,Punjab Kings,39.0,25,0.0,9.36
DE Bollinger,Rajasthan Royals,101.0,101,6.0,6.0
DE Bollinger,Rising Pune Supergiant,74.0,68,6.0,6.529411764705882
DE Bollinger,Royal Challengers Bangalore,112.0,88,5.0,7.636363636363637
DE Bollinger,Sunrisers Hyderabad,92.0,83,8.0,6.650602409638554
DJ Bravo,Chennai Super Kings,189.0,125,5.0,9.072
DJ Bravo,Delhi Capitals,95.0,75,5.0,7.6
DJ Bravo,Kochi Tuskers Kerala,36.0,26,1.0,8.307692307692307
DJ Bravo,Kolkata Knight Riders,143.0,126,7.0,6.809523809523809
DJ Bravo,Mumbai Indians,55.0,45,3.0,7.333333333333334
DJ Bravo,Punjab Kings,118.0,95,4.0,7.4526315789473685
DJ Bravo,Rajasthan Royals,151.0,101,4.0,8.97029702970297
DJ Bravo,Rising Pune Supergiant,61.0,44,2.0,8.318181818181818
DJ Bravo,Royal Challengers Bangalore,190.0,146,3.0,7.808219178082192
DJ Bravo,Sunrisers Hyderabad,180.0,138,7.0,7.826086956521739
DJ Harris,Chennai Super Kings,11.0,6,0.0,11.0
DJ Harris,Punjab Kings,15.0,12,0.0,7.5
DJ Hussey,Chennai Super Kings,56.0,37,1.0,9.08108108108108
DJ Hussey,Delhi Capitals,43.0,30,1.0,8.6
DJ Hussey,Kolkata Knight Riders,19.0,12,0.0,9.5
DJ Hussey,Mumbai Indians,26.0,18,0.0,8.666666666666666
DJ Hussey,Punjab Kings,83.0,54,1.0,9.222222222222221
DJ Hussey,Rajasthan Royals,26.0,12,0.0,13.0
DJ Hussey,Royal Challengers Bangalore,20.0,18,0.0,6.666666666666667
DJ Hussey,Sunrisers Hyderabad,43.0,31,3.0,8.322580645161292
DJ Thornely,Chennai Super Kings,10.0,7,0.0,8.571428571428571
DJ Thornely,Delhi Capitals,15.0,12,1.0,7.5
DJ Thornely,Kolkata Knight Riders,7.0,19,2.0,2.2105263157894735
DJ Thornely,Sunrisers Hyderabad,8.0,6,0.0,8.0
DL Vettori,Chennai Super Kings,178.0,142,4.0,7.521126760563381
DL Vettori,Delhi Capitals,55.0,50,2.0,6.6000000000000005
DL Vettori,Kochi Tuskers Kerala,41.0,48,3.0,5.125
DL Vettori,Kolkata Knight Riders,110.0,92,4.0,7.173913043478261
DL Vettori,Mumbai Indians,37.0,48,3.0,4.625
DL Vettori,Punjab Kings,125.0,133,4.0,5.639097744360902
DL Vettori,Rajasthan Royals,110.0,84,2.0,7.857142857142858
DL Vettori,Rising Pune Supergiant,57.0,48,2.0,7.125
DL Vettori,Royal Challengers Bangalore,126.0,96,3.0,7.875
DL Vettori,Sunrisers Hyderabad,55.0,44,1.0,7.5
DNT Zoysa,Mumbai Indians,67.0,45,1.0,8.933333333333334
DNT Zoysa,Punjab Kings,33.0,24,1.0,8.25
DP Nannes,Chennai Super Kings,103.0,99,5.0,6.242424242424242
