bowler,batting_team,runs_conceded,balls,wickets,economy
S Sreesanth,Rising Pune Supergiant,21.0,22,0.0,5.7272727272727275
S Sreesanth,Royal Challengers Bangalore,130.0,107,6.0,7.289719626168224
S Sreesanth,Sunrisers Hyderabad,184.0,137,3.0,8.05839416058394
S Sriram,Kolkata Knight Riders,24.0,12,0.0,12.0
S Sriram,Punjab Kings,25.0,6,0.0,25.0
S Tyagi,Delhi Capitals,19.0,19,2.0,6.0
S Tyagi,Kolkata Knight Riders,29.0,18,0.0,9.666666666666668
S Tyagi,Mumbai Indians,49.0,37,2.0,7.945945945945946
S Tyagi,Punjab Kings,35.0,25,0.0,8.399999999999999
S Tyagi,Rajasthan Royals,70.0,51,0.0,8.235294117647058
S Tyagi,Royal Challengers Bangalore,41.0,38,1.0,6.473684210526316
S Tyagi,Sunrisers Hyderabad,61.0,32,1.0,11.4375
S Vidyut,Rajasthan Royals,22.0,13,1.0,10.153846153846153
SB Bangar,Chennai Super Kings,36.0,24,1.0,9.0
SB Bangar,Delhi Capitals,30.0,13,0.0,13.846153846153845
SB Bangar,Kolkata Knight Riders,29.0,26,0.0,6.6923076923076925
SB Bangar,Mumbai Indians,35.0,24,2.0,8.75
SB Bangar,Punjab Kings,26.0,24,0.0,6.5
SB Bangar,Rajasthan Royals,20.0,12,0.0,10.0
SB Bangar,Royal Challengers Bangalore,45.0,30,1.0,9.0
SB Jakati,Delhi Capitals,81.0,73,5.0,6.657534246575342
SB Jakati,Kochi Tuskers Kerala,53.0,42,1.0,7.571428571428571
SB Jakati,Kolkata Knight Riders,120.0,97,3.0,7.422680412371134
SB Jakati,Mumbai Indians,154.0,109,4.0,8.477064220183486
SB Jakati,Punjab Kings,84.0,43,1.0,11.720930232558139
SB Jakati,Rajasthan Royals,167.0,128,7.0,7.828125
SB Jakati,Rising Pune Supergiant,48.0,42,1.0,6.857142857142857
SB Jakati,Royal Challengers Bangalore,194.0,153,7.0,7.607843137254902
SB Jakati,Sunrisers Hyderabad,150.0,122,11.0,7.3770491803278695
SB Joshi,Delhi Capitals,19.0,6,0.0,19.0
SB Joshi,Kolkata Knight Riders,26.0,18,0.0,8.666666666666666
SB Joshi,Mumbai Indians,10.0,12,0.0,5.0
SB Joshi,Rajasthan Royals,27.0,19,1.0,8.526315789473685
SB Styris,Chennai Super Kings,40.0,37,1.0,6.486486486486487
SB Styris,Delhi Capitals,33.0,25,0.0,7.92
SB Styris,Kolkata Knight Riders,80.0,67,2.0,7.164179104477611
SB Styris,Punjab Kings,50.0,30,1.0,10.0
SB Styris,Rajasthan Royals,14.0,13,0.0,6.461538461538462
SB Styris,Royal Challengers Bangalore,61.0,50,4.0,7.32
SB Wagh,Chennai Super Kings,16.0,6,1.0,16.0
SB Wagh,Delhi Capitals,38.0,20,0.0,11.399999999999999
SB Wagh,Kochi Tuskers Kerala,10.0,12,0.0,5.0
SB Wagh,Mumbai Indians,41.0,31,1.0,7.935483870967742
SB Wagh,Punjab Kings,34.0,33,3.0,6.181818181818182
SB Wagh,Sunrisers Hyderabad,8.0,6,0.0,8.0
SC Ganguly,Delhi Capitals,75.0,61,2.0,7.3770491803278695
SC Ganguly,Mumbai Indians,43.0,25,0.0,10.32
SC Ganguly,Punjab Kings,33.0,30,2.0,6.6000000000000005
SC Ganguly,Rajasthan Royals,62.0,36,1.0,10.333333333333334
SC Ganguly,Royal Challengers Bangalore,66.0,67,3.0,5.91044776119403
SC Ganguly,Sunrisers Hyderabad,74.0,48,2.0,9.25
SD Chitnis,Punjab Kings,41.0,25,2.0,9.84
SD Chitnis,Sunrisers Hyderabad,21.0,13,0.0,9.692307692307693
SE Bond,Chennai Super Kings,33.0,24,0.0,8.25
SE Bond,Mumbai Indians,55.0,42,2.0,7.857142857142858
SE Bond,Punjab Kings,57.0,50,3.0,6.84
SE Bond,Rajasthan Royals,52.0,49,3.0,6.36734693877551
SE Bond,Sunrisers Hyderabad,28.0,26,1.0,6.461538461538462
SJ Srivastava,Chennai Super Kings,25.0,20,0.0,7.5
SJ Srivastava,Delhi Capitals,86.0,51,2.0,10.117647058823529
SJ Srivastava,Kochi Tuskers Kerala,34.0,26,1.0,7.846153846153847
SJ Srivastava,Kolkata Knight Riders,58.0,42,2.0,8.285714285714285
SJ Srivastava,Mumbai Indians,45.0,40,2.0,6.75
SJ Srivastava,Rajasthan Royals,50.0,27,1.0,11.11111111111111
SJ Srivastava,Rising Pune Supergiant,20.0,20,2.0,6.0
SJ Srivastava,Royal Challengers Bangalore,51.0,30,3.0,10.2
SJ Srivastava,Sunrisers Hyderabad,75.0,50,1.0,9.0
SK Raina,Delhi Capitals,53.0,55,0.0,5.781818181818181
SK Raina,Kochi Tuskers Kerala,26.0,26,0.0,6.0
SK Raina,Kolkata Knight Riders,74.0,60,2.0,7.4
SK Raina,Mumbai Indians,79.0,66,3.0,7.181818181818182
SK Raina,Punjab Kings,94.0,84,3.0,6.714285714285714
SK Raina,Rajasthan Royals,86.0,71,4.0,7.267605633802816
SK Raina,Rising Pune Supergiant,50.0,54,0.0,5.555555555555555
SK Raina,Royal Challengers Bangalore,144.0,90,1.0,9.600000000000001
SK Raina,Sunrisers Hyderabad,72.0,74,7.0,5.837837837837839
SK Trivedi,Chennai Super Kings,234.0,172,4.0,8.162790697674419
SK Trivedi,Delhi Capitals,166.0,120,4.0,8.3
SK Trivedi,Kochi Tuskers Kerala,20.0,24,3.0,5.0
SK Trivedi,Kolkata Knight Riders,192.0,154,6.0,7.48051948051948
SK Trivedi,Mumbai Indians,161.0,130,5.0,7.430769230769231
SK Trivedi,Punjab Kings,261.0,200,9.0,7.83
SK Trivedi,Rising Pune Supergiant,49.0,43,2.0,6.837209302325581
SK Trivedi,Royal Challengers Bangalore,168.0,123,8.0,8.195121951219512
SK Trivedi,Sunrisers Hyderabad,186.0,152,10.0,7.342105263157894
SK Warne,Chennai Super Kings,269.0,206,7.0,7.83495145631068
SK Warne,Delhi Capitals,210.0,180,8.0,7.0
SK Warne,Kochi Tuskers Kerala,16.0,24,3.0,4.0
SK Warne,Kolkata Knight Riders,184.0,173,4.0,6.38150289017341
SK Warne,Mumbai Indians,183.0,159,7.0,6.90566037735849
SK Warne,Punjab Kings,226.0,136,7.0,9.970588235294118
SK Warne,Rising Pune Supergiant,31.0,24,1.0,7.75
SK Warne,Royal Challengers Bangalore,155.0,156,8.0,5.961538461538462
SK Warne,Sunrisers Hyderabad,191.0,165,12.0,6.945454545454545
SL Malinga,Chennai Super Kings,217.0,207,11.0,6.289855072463768
SL Malinga,Delhi Capitals,153.0,138,12.0,6.6521739130434785
SL Malinga,Kochi Tuskers Kerala,43.0,27,2.0,9.555555555555555
SL Malinga,Kolkata Knight Riders,111.0,118,4.0,5.6440677966101696
SL Malinga,Punjab Kings,163.0,155,13.0,6.309677419354838
SL Malinga,Rajasthan Royals,149.0,146,6.0,6.123287671232877
SL Malinga,Rising Pune Supergiant,98.0,105,9.0,5.6
SL Malinga,Royal Challengers Bangalore,188.0,171,5.0,6.596491228070175
SL Malinga,Sunrisers Hyderabad,158.0,191,19.0,4.963350785340314
SM Harwood,Chennai Super Kings,22.0,13,0.0,10.153846153846153
SM Harwood,Punjab Kings,26.0,30,1.0,5.2
SM Harwood,Sunrisers Hyderabad,26.0,24,2.0,6.5
SM Pollock,Chennai Super Kings,45.0,43,1.0,6.279069767441861
SM Pollock,Delhi Capitals,51.0,42,2.0,7.285714285714285
SM Pollock,Kolkata Knight Riders,39.0,49,5.0,4.775510204081632
SM Pollock,Punjab Kings,54.0,43,2.0,7.534883720930233
SM Pollock,Rajasthan Royals,45.0,43,1.0,6.279069767441861
SM Pollock,Royal Challengers Bangalore,40.0,48,0.0,5.0
SM Pollock,Sunrisers Hyderabad,33.0,12,0.0,16.5
SP Narine,Chennai Super Kings,25.0,24,1.0,6.25
SP Narine,Delhi Capitals,23.0,25,2.0,5.5200000000000005
SP Narine,Punjab Kings,44.0,49,7.0,5.387755102040816
SP Narine,Rajasthan Royals,51.0,48,1.0,6.375
SP Narine,Rising Pune Supergiant,17.0,24,1.0,4.25
SP Narine,Royal Challengers Bangalore,11.0,24,1.0,2.75
SP Narine,Sunrisers Hyderabad,27.0,24,2.0,6.75
SPD Smith,Rajasthan Royals,5.0,2,0.0,15.0
SR Tendulkar,Delhi Capitals,19.0,6,0.0,19.0
SR Tendulkar,Kolkata Knight Riders,11.0,12,0.0,5.5
SR Tendulkar,Punjab Kings,8.0,7,0.0,6.857142857142857
SR Tendulkar,Royal Challengers Bangalore,21.0,12,0.0,10.5
SR Watson,Chennai Super Kings,207.0,145,5.0,8.565517241379311
SR Watson,Delhi Capitals,94.0,92,7.0,6.130434782608696
SR Watson,Kochi Tuskers Kerala,24.0,25,0.0,5.76
SR Watson,Kolkata Knight Riders,116.0,101,2.0,6.89108910891089
SR Watson,Mumbai Indians,141.0,121,8.0,6.991735537190082
SR Watson,Punjab Kings,147.0,125,6.0,7.055999999999999
SR Watson,Rising Pune Supergiant,49.0,51,1.0,5.764705882352941
SR Watson,Royal Challengers Bangalore,69.0,76,2.0,5.447368421052632
SR Watson,Sunrisers Hyderabad,95.0,67,2.0,8.507462686567164
SS Mundhe,Delhi Capitals,6.0,7,1.0,5.142857142857142
SS Sarkar,Delhi Capitals,19.0,7,0.0,16.285714285714285
SS Sarkar,Rajasthan Royals,15.0,18,1.0,5.0
ST Jayasuriya,Chennai Super Kings,34.0,24,2.0,8.5
ST Jayasuriya,Delhi Capitals,93.0,69,2.0,8.08695652173913
ST Jayasuriya,Kolkata Knight Riders,27.0,33,3.0,4.909090909090909
ST Jayasuriya,Punjab Kings,9.0,12,1.0,4.5
ST Jayasuriya,Rajasthan Royals,63.0,48,2.0,7.875
ST Jayasuriya,Royal Challengers Bangalore,75.0,48,1.0,9.375
ST Jayasuriya,Sunrisers Hyderabad,95.0,67,2.0,8.507462686567164
STR Binny,Chennai Super Kings,32.0,18,0.0,10.666666666666666
STR Binny,Kolkata Knight Riders,9.0,6,0.0,9.0
STR Binny,Punjab Kings,26.0,19,1.0,8.210526315789474
STR Binny,Rising Pune Supergiant,12.0,18,1.0,4.0
STR Binny,Sunrisers Hyderabad,14.0,6,0.0,14.0
SW Tait,Chennai Super Kings,87.0,73,2.0,7.15068493150685
SW Tait,Delhi Capitals,124.0,79,3.0,9.417721518987342
SW Tait,Kochi Tuskers Kerala,36.0,22,0.0,9.818181818181818
SW Tait,Kolkata Knight Riders,61.0,53,1.0,6.90566037735849
SW Tait,Mumbai Indians,47.0,30,1.0,9.4
SW Tait,Punjab Kings,70.0,75,8.0,5.6
SW Tait,Rising Pune Supergiant,15.0,24,3.0,3.75
SW Tait,Sunrisers Hyderabad,25.0,27,3.0,5.555555555555555
Shahid Afridi,Chennai Super Kings,49.0,38,1.0,7.7368421052631575
Shahid Afridi,Delhi Capitals,35.0,18,0.0,11.666666666666666
Shahid Afridi,Mumbai Indians,62.0,50,4.0,7.4399999999999995
Shahid Afridi,Punjab Kings,28.0,18,0.0,9.333333333333334
Shahid Afridi,Rajasthan Royals,39.0,37,3.0,6.324324324324324
Shahid Afridi,Royal Challengers Bangalore,24.0,24,1.0,6.0
Shakib Al Hasan,Kochi Tuskers Kerala,28.0,24,3.0,7.0
Shakib Al Hasan,Mumbai Indians,50.0,46,2.0,6.521739130434782
Shakib Al Hasan,Punjab Kings,28.0,24,1.0,7.0
Shakib Al Hasan,Rajasthan Royals,71.0,74,7.0,5.756756756756756
Shakib Al Hasan,Rising Pune Supergiant,16.0,25,2.0,3.84
Shakib Al Hasan,Royal Challengers Bangalore,51.0,34,2.0,9.0
Shoaib Ahmed,Chennai Super Kings,45.0,31,1.0,8.70967741935484
Shoaib Ahmed,Delhi Capitals,46.0,30,2.0,9.200000000000001
Shoaib Ahmed,Mumbai Indians,19.0,12,0.0,9.5
Shoaib Ahmed,Punjab Kings,25.0,18,2.0,8.333333333333332
Shoaib Ahmed,Rajasthan Royals,19.0,12,0.0,9.5
Shoaib Akhtar,Chennai Super Kings,14.0,14,0.0,6.0
Shoaib Akhtar,Delhi Capitals,11.0,19,4.0,3.473684210526316
Shoaib Akhtar,Mumbai Indians,29.0,13,1.0,13.384615384615385
Shoaib Malik,Chennai Super Kings,39.0,22,0.0,10.636363636363637
Shoaib Malik,Mumbai Indians,6.0,6,1.0,6.0
Shoaib Malik,Punjab Kings,32.0,24,1.0,8.0
Shoaib Malik,Royal Challengers Bangalore,10.0,6,0.0,10.0
Sohail Tanvir,Chennai Super Kings,88.0,75,10.0,7.04
Sohail Tanvir,Delhi Capitals,17.0,14,0.0,7.285714285714285
Sohail Tanvir,Kolkata Knight Riders,59.0,51,5.0,6.9411764705882355
Sohail Tanvir,Mumbai Indians,28.0,48,4.0,3.5
Sohail Tanvir,Royal Challengers Bangalore,42.0,52,3.0,4.846153846153847
Sohail Tanvir,Sunrisers Hyderabad,41.0,25,0.0,9.84
T Henderson,Kolkata Knight Riders,11.0,12,0.0,5.5
T Henderson,Royal Challengers Bangalore,30.0,24,1.0,7.5
T Thushara,Mumbai Indians,49.0,42,3.0,7.0
T Thushara,Punjab Kings,28.0,26,2.0,6.461538461538462
T Thushara,Rajasthan Royals,29.0,25,2.0,6.959999999999999
T Thushara,Royal Challengers Bangalore,31.0,25,1.0,7.4399999999999995
T Thushara,Sunrisers Hyderabad,27.0,26,0.0,6.230769230769232
TG Southee,Kochi Tuskers Kerala,38.0,20,0.0,11.399999999999999
TG Southee,Kolkata Knight Riders,31.0,24,1.0,7.75
TG Southee,Punjab Kings,33.0,24,1.0,8.25
TG Southee,Rising Pune Supergiant,33.0,26,1.0,7.615384615384615
TG Southee,Royal Challengers Bangalore,32.0,25,1.0,7.68
TL Suman,Chennai Super Kings,37.0,24,1.0,9.25
TL Suman,Kolkata Knight Riders,16.0,7,0.0,13.714285714285714
TL Suman,Mumbai Indians,14.0,24,2.0,3.5
TL Suman,Punjab Kings,82.0,67,2.0,7.343283582089552
TL Suman,Royal Challengers Bangalore,18.0,6,0.0,18.0
TL Suman,Sunrisers Hyderabad,15.0,12,0.0,7.5
TM Dilshan,Chennai Super Kings,93.0,67,2.0,8.328358208955224
TM Dilshan,Kochi Tuskers Kerala,38.0,31,1.0,7.35483870967742
TM Dilshan,Kolkata Knight Riders,52.0,49,0.0,6.36734693877551
TM Dilshan,Mumbai Indians,12.0,6,0.0,12.0
TM Dilshan,Punjab Kings,14.0,12,1.0,7.0
TM Dilshan,Rajasthan Royals,15.0,12,0.0,7.5
TM Dilshan,Rising Pune Supergiant,25.0,12,0.0,12.5
TM Dilshan,Royal Challengers Bangalore,3.0,6,1.0,3.0
TM Dilshan,Sunrisers Hyderabad,89.0,60,0.0,8.9
TP Sudhindra,Chennai Super Kings,47.0,26,1.0,10.846153846153847
TP Sudhindra,Delhi Capitals,43.0,23,0.0,11.217391304347826
UT Yadav,Chennai Super Kings,74.0,53,2.0,8.377358490566037
UT Yadav,Kochi Tuskers Kerala,52.0,26,0.0,12.0
UT Yadav,Kolkata Knight Riders,99.0,91,8.0,6.527472527472527
UT Yadav,Mumbai Indians,64.0,62,4.0,6.193548387096774
UT Yadav,Rajasthan Royals,84.0,68,1.0,7.411764705882353
UT Yadav,Rising Pune Supergiant,107.0,74,0.0,8.675675675675677
UT Yadav,Royal Challengers Bangalore,79.0,61,1.0,7.77049180327869
UT Yadav,Sunrisers Hyderabad,94.0,70,3.0,8.057142857142857
Umar Gul,Punjab Kings,53.0,52,6.0,6.115384615384615
Umar Gul,Rajasthan Royals,67.0,51,5.0,7.882352941176471
Umar Gul,Royal Challengers Bangalore,31.0,20,0.0,9.3
Umar Gul,Sunrisers Hyderabad,47.0,30,1.0,9.4
V Kohli,Chennai Super Kings,95.0,56,1.0,10.178571428571429
V Kohli,Delhi Capitals,23.0,19,0.0,7.2631578947368425
V Kohli,Kochi Tuskers Kerala,14.0,12,1.0,7.0
V Kohli,Kolkata Knight Riders,37.0,20,0.0,11.100000000000001
V Kohli,Mumbai Indians,25.0,18,0.0,8.333333333333332
V Kohli,Punjab Kings,54.0,33,0.0,9.818181818181818
V Kohli,Rajasthan Royals,34.0,31,0.0,6.580645161290322
V Kohli,Sunrisers Hyderabad,66.0,56,2.0,7.071428571428571
V Pratap Singh,Chennai Super Kings,36.0,19,2.0,11.368421052631579
V Pratap Singh,Delhi Capitals,31.0,24,1.0,7.75
V Pratap Singh,Kolkata Knight Riders,35.0,25,0.0,8.399999999999999
V Pratap Singh,Mumbai Indians,29.0,25,1.0,6.959999999999999
V Pratap Singh,Punjab Kings,45.0,26,1.0,10.384615384615385
V Pratap Singh,Rising Pune Supergiant,32.0,24,1.0,8.0
V Pratap Singh,Royal Challengers Bangalore,35.0,19,1.0,11.052631578947368
V Sehwag,Chennai Super Kings,69.0,48,3.0,8.625
V Sehwag,Kolkata Knight Riders,7.0,6,0.0,7.0
V Sehwag,Mumbai Indians,2.0,6,1.0,2.0
V Sehwag,Punjab Kings,25.0,13,0.0,11.538461538461538
V Sehwag,Rajasthan Royals,38.0,28,2.0,8.142857142857142
V Sehwag,Rising Pune Supergiant,9.0,6,0.0,9.0
V Sehwag,Royal Challengers Bangalore,31.0,12,0.0,15.5
V Sehwag,Sunrisers Hyderabad,25.0,7,0.0,21.42857142857143
VR Aaron,Chennai Super Kings,21.0,25,1.0,5.04
VR Aaron,Kolkata Knight Riders,27.0,24,1.0,6.75
VR Aaron,Punjab Kings,62.0,52,1.0,7.153846153846153
VR Aaron,Sunrisers Hyderabad,30.0,24,2.0,7.5
VRV Singh,Chennai Super Kings,127.0,71,1.0,10.732394366197184
VRV Singh,Delhi Capitals,67.0,43,3.0,9.348837209302326
VRV Singh,Kolkata Knight Riders,59.0,50,3.0,7.08
VRV Singh,Mumbai Indians,97.0,50,1.0,11.64
VRV Singh,Rajasthan Royals,51.0,48,0.0,6.375
VRV Singh,Royal Challengers Bangalore,72.0,61,3.0,7.081967213114754
VRV Singh,Sunrisers Hyderabad,76.0,48,1.0,9.5
VS Malik,Delhi Capitals,13.0,6,0.0,13.0
VS Malik,Kolkata Knight Riders,64.0,56,1.0,6.857142857142857
VS Malik,Mumbai Indians,33.0,25,1.0,7.92
VS Malik,Royal Challengers Bangalore,29.0,19,0.0,9.157894736842106
VS Malik,Sunrisers Hyderabad,41.0,26,1.0,9.461538461538462
VS Yeligati,Chennai Super Kings,16.0,7,0.0,13.714285714285714
VS Yeligati,Punjab Kings,45.0,25,0.0,10.8
VY Mahesh,Chennai Super Kings,72.0,51,3.0,8.470588235294118
VY Mahesh,Kolkata Knight Riders,45.0,36,2.0,7.5
VY Mahesh,Mumbai Indians,73.0,48,7.0,9.125
VY Mahesh,Punjab Kings,71.0,56,3.0,7.607142857142857
VY Mahesh,Rajasthan Royals,109.0,67,4.0,9.761194029850746
VY Mahesh,Rising Pune Supergiant,24.0,14,1.0,10.285714285714285
VY Mahesh,Royal Challengers Bangalore,54.0,50,0.0,6.48
VY Mahesh,Sunrisers Hyderabad,36.0,25,1.0,8.64
WA Mota,Chennai Super Kings,32.0,26,2.0,7.384615384615385
WA Mota,Delhi Capitals,7.0,6,1.0,7.0
WA Mota,Mumbai Indians,3.0,6,0.0,3.0
WA Mota,Rajasthan Royals,12.0,6,0.0,12.0
WA Mota,Sunrisers Hyderabad,44.0,31,1.0,8.516129032258064
WD Parnell,Delhi Capitals,27.0,14,0.0,11.571428571428571
WD Parnell,Kochi Tuskers Kerala,36.0,25,3.0,8.64
WD Parnell,Kolkata Knight Riders,69.0,51,1.0,8.117647058823529
WD Parnell,Mumbai Indians,67.0,67,1.0,6.0
WD Parnell,Punjab Kings,36.0,48,3.0,4.5
WD Parnell,Rajasthan Royals,12.0,12,1.0,6.0
WD Parnell,Sunrisers Hyderabad,90.0,72,3.0,7.5
WPUJC Vaas,Chennai Super Kings,21.0,24,3.0,5.25
WPUJC Vaas,Delhi Capitals,116.0,94,4.0,7.404255319148936
WPUJC Vaas,Kolkata Knight Riders,73.0,54,5.0,8.11111111111111
WPUJC Vaas,Punjab Kings,28.0,25,2.0,6.720000000000001
WPUJC Vaas,Rajasthan Royals,90.0,67,3.0,8.059701492537314
WPUJC Vaas,Royal Challengers Bangalore,36.0,24,1.0,9.0
Y Gnaneswara Rao,Rajasthan Royals,7.0,6,0.0,7.0
Y Nagar,Kochi Tuskers Kerala,15.0,7,0.0,12.857142857142858
Y Nagar,Punjab Kings,16.0,6,0.0,16.0
Y Nagar,Rising Pune Supergiant,10.0,7,0.0,8.571428571428571
Y Nagar,Royal Challengers Bangalore,23.0,19,3.0,7.2631578947368425
Y Nagar,Sunrisers Hyderabad,61.0,33,1.0,11.09090909090909
Y Venugopal Rao,Chennai Super Kings,35.0,25,1.0,8.399999999999999
Y Venugopal Rao,Delhi Capitals,43.0,26,0.0,9.923076923076923
Y Venugopal Rao,Kolkata Knight Riders,34.0,31,0.0,6.580645161290322
Y Venugopal Rao,Mumbai Indians,59.0,43,2.0,8.232558139534884
Y Venugopal Rao,Punjab Kings,43.0,36,1.0,7.166666666666666
Y Venugopal Rao,Rajasthan Royals,38.0,19,2.0,12.0
Y Venugopal Rao,Rising Pune Supergiant,14.0,6,0.0,14.0
Y Venugopal Rao,Royal Challengers Bangalore,18.0,6,0.0,18.0
Y Venugopal Rao,Sunrisers Hyderabad,12.0,6,0.0,12.0
YA Abdulla,Chennai Super Kings,18.0,12,0.0,9.0
YA Abdulla,Delhi Capitals,50.0,31,1.0,9.677419354838708
YA Abdulla,Kolkata Knight Riders,54.0,38,1.0,8.526315789473685
YA Abdulla,Mumbai Indians,20.0,27,2.0,4.444444444444445
YA Abdulla,Rajasthan Royals,65.0,44,3.0,8.863636363636363
YA Abdulla,Royal Challengers Bangalore,104.0,70,8.0,8.914285714285715
YK Pathan,Chennai Super Kings,234.0,198,8.0,7.090909090909092
YK Pathan,Delhi Capitals,76.0,68,1.0,6.705882352941177
YK Pathan,Kochi Tuskers Kerala,37.0,43,4.0,5.162790697674419
YK Pathan,Kolkata Knight Riders,114.0,97,3.0,7.051546391752577
YK Pathan,Mumbai Indians,112.0,93,0.0,7.225806451612904
YK Pathan,Punjab Kings,171.0,144,5.0,7.125
YK Pathan,Rajasthan Royals,62.0,52,3.0,7.153846153846153
YK Pathan,Rising Pune Supergiant,47.0,37,2.0,7.621621621621621
YK Pathan,Royal Challengers Bangalore,99.0,73,1.0,8.136986301369863
YK Pathan,Sunrisers Hyderabad,168.0,147,7.0,6.857142857142857
Yuvraj Singh,Chennai Super Kings,57.0,43,1.0,7.953488372093023
Yuvraj Singh,Delhi Capitals,87.0,92,6.0,5.673913043478261
Yuvraj Singh,Kochi Tuskers Kerala,12.0,6,0.0,12.0
Yuvraj Singh,Kolkata Knight Riders,34.0,24,0.0,8.5
Yuvraj Singh,Mumbai Indians,70.0,66,4.0,6.363636363636363
Yuvraj Singh,Punjab Kings,18.0,12,0.0,9.0
Yuvraj Singh,Rajasthan Royals,59.0,36,0.0,9.833333333333332
Yuvraj Singh,Royal Challengers Bangalore,109.0,92,3.0,7.108695652173912
Yuvraj Singh,Sunrisers Hyderabad,129.0,120,9.0,6.449999999999999
Z Khan,Chennai Super Kings,299.0,224,10.0,8.008928571428571
Z Khan,Delhi Capitals,191.0,118,3.0,9.711864406779661
Z Khan,Kochi Tuskers Kerala,57.0,48,2.0,7.125
Z Khan,Kolkata Knight Riders,287.0,207,12.0,8.318840579710145
Z Khan,Mumbai Indians,107.0,98,3.0,6.551020408163265
Z Khan,Punjab Kings,253.0,197,8.0,7.7055837563451774
Z Khan,Rajasthan Royals,192.0,173,5.0,6.658959537572254
Z Khan,Rising Pune Supergiant,69.0,50,1.0,8.28
Z Khan,Royal Challengers Bangalore,96.0,86,3.0,6.697674418604651
Z Khan,Sunrisers Hyderabad,154.0,129,10.0,7.162790697674418
